"Year","flannel","jean","moleskin","velour","twill","gingham","leather","rayon","satin"," cotton","eyelet"," cotton.1","jacquard","angora","flax","nylon","canvas"," lace","velvet","cotton ","chino","cotton","mesh","silk ","silk","taffeta","chiffon","damask","cotton .1","mohair","lace","tweed"
1850,"1.296400924755627E-5","8.448309874469454E-6","2.3777068435048232E-6","3.239382620578778E-7","5.306108732508038E-6","2.0796836424115753E-6","2.6135338982829582E-5","5.183012192926045E-8","2.335594869437299E-5","1.6844789627009646E-7","5.8308887170418E-8","1.4901160054662378E-7","8.551970118327974E-7","7.126641765273312E-8","3.341747111389067E-5","3.887259144694534E-8","9.070271337620579E-8","2.7210814012861734E-7","2.367340819118971E-5","2.202780181993569E-7","2.0084172247588425E-7","1.6711974939565916E-4","2.01489599E-6","1.619691310289389E-7","8.452197133614147E-5","1.6844789627009645E-6","1.2957530482315113E-7","1.823772415385852E-5","2.0084172247588425E-7","1.2957530482315111E-6","4.875270843971061E-5","1.5114959307620579E-5"
1851,"1.403662739281179E-5","7.92370113944758E-6","1.7670665267641176E-6","1.9980964260230307E-7","4.901580295087747E-6","1.8482391940713033E-6","3.1601143787820495E-5","6.868456464454168E-8","2.5831640357678993E-5","1.9356559127098109E-7","3.0595851523477655E-7","1.685893859456932E-7","1.0115363156741591E-6","9.366076996982955E-8","5.987420821604638E-5","6.244051331321971E-9","4.9952410650575766E-8","2.12297745264947E-7","3.195081066237452E-5","3.122025665660985E-8","1.1239292396379546E-7","1.5299174572005092E-4","1.9418999640411326E-6","1.3736912928908335E-7","1.0352637107331827E-4","3.0720732550104095E-6","1.6234533461437122E-7","1.740217106039433E-5","1.5610128328304926E-7","1.698381962119576E-6","5.9562005649480277E-5","1.2438150251993364E-5"
1852,"1.3160188916785443E-5","7.45326673254098E-6","1.3377658237894067E-6","2.372392593912248E-7","4.580035702136146E-6","1.3311758443618725E-6","2.8732310304048338E-5","7.248977370287425E-8","1.969085852947166E-5","2.1087934168108872E-7","1.186196296956124E-7","1.976993828260207E-7","7.907975313040828E-7","1.186196296956124E-7","3.770786228434968E-5","3.953987656520414E-8","7.248977370287425E-8","2.5041921824629284E-7","2.962195752676543E-5","7.248977370287425E-8","1.9110940339848665E-7","1.2826735957752221E-4","1.5684151037530973E-6","1.0543967084054436E-7","8.15839453128712E-5","3.3213496314771476E-6","1.7133946511588458E-7","1.528875227187893E-5","2.1746932110862274E-7","7.907975313040828E-7","5.35369928692864E-5","1.1651083627880153E-5"
1853,"1.4247308780382434E-5","8.217406399366102E-6","1.648553752959249E-6","1.3315241850824704E-7","4.952001850235283E-6","1.2681182715071147E-6","3.1164006522287344E-5","6.340591357535574E-8","2.0505472450270045E-5","2.4728306294388737E-7","7.608709629042689E-8","2.916672024466364E-7","7.798927369768755E-7","2.2826128887128064E-7","2.8095160305240126E-5","3.8043548145213444E-8","9.51088703630336E-8","2.663048370164941E-7","2.919208261009378E-5","5.706532221782016E-8","4.057978468822767E-7","1.211496790684322E-4","2.212866383779915E-6","1.0144946172056917E-7","8.486881532061365E-5","3.474644063929494E-6","1.204712357931759E-7","1.6732820592536377E-5","1.458336012233182E-7","2.212866383779915E-6","5.534702195992802E-5","1.2269044276831334E-5"
1854,"1.9958440267586075E-5","1.110585649285102E-5","1.5186440785110344E-6","4.012677443220213E-7","4.179357890861668E-6","1.475430629122509E-6","3.599062999072899E-5","2.531073464185057E-7","1.9273198427282316E-5","1.605070977288085E-7","5.5560149213818334E-8","1.4816039790351555E-7","1.1605897835775385E-6","4.938679930117185E-8","3.575604269404842E-5","2.4693399650585926E-8","5.5560149213818334E-8","2.592806963311522E-7","2.7465233761364197E-5","4.938679930117185E-8","2.4693399650585924E-7","1.1397238608727933E-4","1.296403481655761E-6","8.642689877705074E-8","8.814309005276646E-5","2.1977125689021473E-6","1.5433374781616203E-7","1.8674383485755606E-5","1.296403481655761E-7","2.2162326186400867E-6","5.41217586841717E-5","1.2309659725817084E-5"
1855,"2.0794028377064605E-5","9.483058369009405E-6","1.8156437756964967E-6","4.5391094392412417E-7","4.7844667062272545E-6","1.7359026639260423E-6","3.298828454626946E-5","7.974111177045424E-8","1.6144508167679658E-5","1.840179502395098E-7","3.066965837325163E-8","2.1468760861276143E-7","1.12864342813566E-6","2.330894036367124E-7","2.1867466420128414E-5","3.066965837325163E-8","1.2267863349300653E-7","2.514911986606634E-7","3.2810400527704596E-5","3.066965837325163E-8","2.6375906200996403E-7","9.356699376511607E-5","1.5886883037344345E-6","1.2881256516765684E-7","7.853272723054813E-5","2.011929589285307E-6","2.0241974526346077E-7","2.2204832662234182E-5","9.814290679440523E-8","8.771522294749967E-7","5.009581998686922E-5","1.4752105677534036E-5"
1856,"1.762919583672842E-5","1.0205814372610727E-5","1.276394366851891E-6","5.073534094181157E-7","4.619586306807053E-6","1.4099084219619213E-6","3.427038766564261E-5","1.0147068188362312E-7","1.7575790214684405E-5","1.3885461731443165E-7","1.3351405511003043E-7","3.150931700596718E-7","7.904032062513802E-7","4.2190441414769614E-7","2.6377036727537612E-5","4.8065059839610956E-8","1.7623855274524016E-7","2.6702811022006086E-7","3.463354589554189E-5","1.1215180629242556E-7","2.2430361258485112E-7","1.1590622152211962E-4","1.7143204676127907E-6","1.4419517951883287E-7","9.115805626692437E-5","2.2537172502573136E-6","2.3498473699365356E-7","2.0641272920010706E-5","2.6702811022006086E-7","1.2229887448078787E-6","5.605988145959958E-5","2.0032448828708964E-5"
1857,"1.8259295190022443E-5","7.013290405828944E-6","1.6457567976868534E-6","1.9361844678668864E-7","3.506645202914472E-6","1.0595231671382682E-6","4.0347932994270504E-5","8.067435282778693E-8","1.401044594109233E-5","2.420230584833608E-7","2.7429279961447554E-7","3.0656254074559034E-7","6.131250814911807E-7","2.5815792904891815E-7","2.2949164234411122E-5","2.1513160754076514E-8","1.8286186640965036E-7","1.4521383509001647E-7","2.9257898625544058E-5","3.7648031319633897E-7","3.388322818767051E-7","1.5082339175664193E-4","1.5812173154246238E-6","2.958059603685521E-7","9.451269348284665E-5","2.7106582550136406E-6","3.4421057206522423E-7","1.981899934469299E-5","4.517763758356068E-7","1.301546225621629E-6","5.8182343259399935E-5","2.1959558839723603E-5"
1858,"1.7872767194264776E-5","6.813156332718067E-6","1.803628294625001E-6","1.684707747726649E-7","3.815367546322117E-6","1.6747977021517866E-6","4.02149649427926E-5","3.1712145839560453E-7","1.728311948256045E-5","1.1396552411092039E-7","1.189205468983517E-7","3.0225639003331057E-7","6.986582130278163E-7","1.5856072919780227E-7","2.183678542420983E-5","1.4865068362293962E-8","1.0901050132348907E-7","4.1126689135679966E-7","3.334234833662536E-5","2.081109570721155E-7","1.684707747726649E-7","1.2886032260993894E-4","1.91263879594849E-6","1.436956608355083E-7","9.852567310528438E-5","2.6162520317637374E-6","2.4279611658413475E-7","1.8179978607085517E-5","1.8333584313495888E-7","2.5567917583145616E-6","6.562927681952785E-5","1.9676395488889775E-5"
1859,"1.742326334559583E-5","9.808584244398911E-6","1.526592328811387E-6","2.0110797146018273E-7","3.583378400563256E-6","1.2432129144811296E-6","4.17070508994129E-5","1.7368415717015782E-7","1.5398471723848992E-5","1.0969525716009967E-7","2.148198786051952E-7","3.0623259290527826E-7","2.0110797146018273E-7","7.77008071550706E-8","2.606176484695368E-5","2.7423814290024916E-8","1.8739606431517028E-7","4.204984857803821E-7","3.0924921247718096E-5","1.1426589287510382E-7","1.828254286001661E-7","1.0247822336610811E-4","1.494597878806358E-6","6.307477286705731E-7","9.089623246428758E-5","1.9608027217367814E-6","2.3767305718021596E-7","1.5480743166719066E-5","1.645428857401495E-7","3.816480822028468E-6","5.8632114952073275E-5","2.259722297498053E-5"
1860,"1.9353162121979713E-5","7.810501841436067E-6","1.3373172551821317E-6","3.8886530115225106E-7","3.684735841406086E-6","1.4511314896657172E-6","5.5508150609598765E-5","1.0432971494328686E-7","1.1537918020773498E-5","1.422677931044821E-7","2.8927784597911357E-7","3.9360756092240044E-7","6.022669908089742E-7","2.3711298850747014E-7","2.3725525630057462E-5","9.484519540298806E-9","1.0907197471343627E-7","2.8927784597911357E-7","2.9411495094466597E-5","1.2804101379403388E-7","2.845355862089642E-7","1.1889793695718583E-4","1.7973164528866238E-6","7.824728620746515E-7","1.0901980985596462E-4","2.318965027603058E-6","2.797933264388148E-7","1.6242239712761706E-5","1.754636114955279E-7","4.775455588540449E-6","5.756154909007345E-5","2.2340785777173837E-5"
1861,"1.744402367991556E-5","7.068560342076642E-6","1.2671310544509657E-6","2.69320537705606E-7","4.216411696866455E-6","1.5320365013745127E-6","4.0989702820636816E-5","9.713199720530051E-8","1.0702180055711292E-5","2.472450837953104E-7","1.8984890362854192E-7","2.1192435753883748E-7","2.6490544692354687E-7","1.7218854050030547E-7","1.8768550914533296E-5","3.09056354744138E-8","8.830181564118228E-8","2.7373562848766507E-7","2.841993936411452E-5","2.3841490223119219E-7","2.163394483208966E-7","2.063745884257892E-4","1.5761874091951039E-6","9.183388826682958E-7","1.0411667082251804E-4","3.0684880935310844E-6","1.854338128464828E-7","1.590757208775899E-5","2.5166017457736954E-7","4.242902241558809E-6","5.813350032737236E-5","2.1594209015051127E-5"
1862,"2.3641632406320206E-5","6.667706341399587E-6","9.139806342649564E-7","2.78546479014082E-7","3.964935037216073E-6","1.9411207756293836E-6","4.2034404598718804E-5","1.305686620378509E-7","1.1698952118591443E-5","2.5243274660651175E-7","2.0890985926056147E-7","7.355367961465602E-7","3.2206936636003226E-7","1.4797781697623104E-7","2.77632498379817E-5","1.7409154938380124E-8","1.1751179583406582E-7","3.7864911990976765E-7","2.9060231880891017E-5","9.139806342649565E-8","2.437281691373217E-7","2.809663515505168E-4","1.5102441909044755E-6","3.873536973789577E-7","1.1486125199469744E-4","3.3469100369035784E-6","1.43625528241636E-7","2.0364358989170147E-5","2.4808045787191676E-7","4.056333100642568E-6","6.588059457556497E-5","2.654460899229509E-5"
1863,"2.753670225200227E-5","8.834040961691266E-6","6.587525764932301E-7","2.913713319104672E-7","4.087644192599018E-6","1.6215448036756435E-6","4.2983605616183265E-5","1.0979209608220502E-7","1.6612388691822868E-5","1.9002478168073948E-7","4.4339115725505874E-7","2.0269310045945544E-7","2.32252510943126E-7","3.082624236154218E-7","2.6945514042328855E-5","0.0","6.334159389357982E-8","3.082624236154218E-7","3.560642131404434E-5","1.5201982534459157E-7","2.44920829721842E-7","2.3175422373782986E-4","2.0860498255618956E-6","2.998168777629445E-7","1.1986340951128422E-4","4.184767969902507E-6","2.1958419216441005E-7","2.097029035170116E-5","2.3647528386936468E-7","4.9237532319942715E-6","7.338334791217535E-5","3.833010985146827E-5"
1864,"2.8375889010759538E-5","8.643020676807924E-6","6.735875269249369E-7","5.437393289635033E-7","4.272817264168425E-6","1.2619621739376829E-6","4.611234130105411E-5","1.0955941702995961E-7","1.6259429038483263E-5","1.947722969421504E-7","2.962162015995204E-7","2.962162015995204E-7","2.556386397365724E-7","2.43465371177688E-7","4.2395436634408076E-5","2.0288780931474002E-8","1.0550166084366481E-7","2.881006892269308E-7","3.2121197970709636E-5","1.3796371033402322E-7","3.083894701584048E-7","1.9020732123256877E-4","2.7998517685434123E-6","2.312921026188036E-7","1.1685526265291766E-4","3.2015696309865974E-6","2.394076149913932E-7","1.8909143828133768E-5","2.1911883405991921E-7","3.027086114975921E-6","6.82108814916156E-5","3.491293422688046E-5"
1865,"2.5607465645285138E-5","6.588328539806371E-6","9.488850538463263E-7","3.9364227124629257E-7","5.183647171885389E-6","1.346670927947843E-6","3.9186052201854615E-5","8.701565995970678E-8","1.326781634242767E-5","1.7817492277463768E-7","1.657441142089653E-7","3.6878065411494776E-7","2.4032896560299967E-7","3.232010227074823E-7","2.994996143756003E-5","2.4861617131344795E-8","1.657441142089653E-7","2.4032896560299967E-7","3.215850175939449E-5","1.1187727709105157E-7","1.7817492277463768E-7","1.9110296368293699E-4","2.0800886333225145E-6","1.8231852562986183E-7","1.0573231405675418E-4","2.3577100246225314E-6","2.444725684582238E-7","1.948322062526387E-5","1.657441142089653E-7","2.9088092043673408E-6","5.57521764170407E-5","3.274274976198109E-5"
1866,"2.0024382056609162E-5","6.007686609961693E-6","1.190377532623989E-6","3.310737512610469E-7","5.204181775440501E-6","9.337023771519413E-7","3.9978085447218775E-5","8.927831494679916E-8","1.5701823641268304E-5","1.9715627884084815E-7","3.1247410231379706E-7","4.091922768394962E-7","3.2363389168214695E-7","5.021905215757453E-7","2.429858138468717E-5","1.487971915779986E-8","1.3391747242019874E-7","2.9387445336654724E-7","3.461766662062138E-5","8.927831494679916E-8","2.752748044192974E-7","1.6337931635264247E-4","1.5512107222006354E-6","2.3063564694589783E-7","1.1501650916000348E-4","1.9901624373557314E-6","1.7483670010414835E-7","1.6505328475789495E-5","1.7483670010414835E-7","2.12407990977593E-6","6.186243239855292E-5","2.6002309228255255E-5"
1867,"1.8828515068739118E-5","7.1187155584107915E-6","9.283585221379553E-7","2.6914595809881894E-7","5.843197756985953E-6","9.088551918409394E-7","3.8511276004487526E-5","8.191398724746664E-8","1.732285796980949E-5","1.443246441979174E-7","2.9254995445523796E-7","5.265899180194284E-7","1.0531798360388568E-7","5.929012410292824E-7","2.33571883637062E-5","1.9503330297015867E-8","1.3652331207911106E-7","3.315566150492697E-7","3.111561315585911E-5","1.0921864966328885E-7","2.340399635641904E-7","1.4391117359562066E-4","1.7240943982562026E-6","2.9254995445523796E-7","1.0580556686131107E-4","2.1765716611469704E-6","2.1453663326717452E-7","1.7658315250918163E-5","1.755299726731428E-7","1.938631031523377E-6","5.389160227671424E-5","3.063973189661192E-5"
1868,"2.1556618883291997E-5","6.384335091804398E-6","9.108430514067041E-7","2.44578226766615E-7","6.945178266976119E-6","5.777106390866596E-7","3.516866226264774E-5","9.277105153216431E-8","2.3213847212934752E-5","1.3915657729824645E-7","2.0240956697926759E-7","2.234938968729413E-7","2.0662643295800233E-7","5.86144371044129E-7","1.8149391172474327E-5","4.6385525766082154E-8","2.1927703089420656E-7","2.8253002057522764E-7","3.227589220123571E-5","4.216865978734741E-8","2.530119587240845E-7","1.21390920929837E-4","1.6909632574726313E-6","5.481925772355163E-7","9.85102061292223E-5","1.6909632574726313E-6","1.5180717523445068E-7","1.6888548244832638E-5","1.8975896904306336E-7","1.2819272575353613E-6","6.0233713640247046E-5","3.183312127346856E-5"
1869,"2.2556209253512618E-5","8.636265611927543E-6","6.55191401792196E-7","2.682070065816007E-7","8.371890134011393E-6","6.283707011340359E-7","4.0572057038465284E-5","1.8008184727621761E-7","2.656015670890937E-5","1.8391337594166905E-7","3.1035382190156653E-7","3.5250063722153236E-7","1.7625031861076618E-7","5.172563698359443E-7","2.1211342691939164E-5","9.578821663628596E-8","2.2989171992708631E-7","2.2989171992708631E-7","3.493204684292077E-5","6.513598731267446E-8","1.685872612798633E-7","1.572650940734543E-4","1.7510086001113074E-6","3.180168792324694E-7","1.0909894722006426E-4","1.9502480907147825E-6","2.18397133930732E-7","1.7536906701771233E-5","2.7970159257795504E-7","1.7318509567840502E-6","6.372215323512287E-5","3.519259079217146E-5"
1870,"2.381393132740652E-5","8.860027031468167E-6","7.930388220885854E-7","4.1359440960600866E-7","8.233943750871916E-6","5.38811065725259E-7","3.8054480127877626E-5","2.0110553861576568E-7","2.2630064760460878E-5","1.8592776211646262E-7","2.0869442686541723E-7","3.5667774773362214E-7","2.3904997986402336E-7","2.9217219761158413E-7","2.019023718819791E-5","3.414999712343191E-8","1.5936665324268223E-7","3.377055271094933E-7","2.9331053084903184E-5","1.3280554436890187E-7","1.8592776211646262E-7","1.1841321780343773E-4","1.9086053947873613E-6","3.6047219185844794E-7","1.1208408500322835E-4","1.1231554609484271E-6","1.8213331799163684E-7","1.5139832058054813E-5","1.897222062412884E-7","1.2256054523187229E-6","5.9185739459032326E-5","3.01430641276159E-5"
1871,"1.9513743562051233E-5","7.303608434932804E-6","6.991488416345932E-7","2.5385761511732254E-7","7.990272475823921E-6","3.911904232955462E-7","3.610188214988152E-5","1.955952116477731E-7","2.359627340516752E-5","1.539792091695235E-7","1.9975681189559804E-7","3.204432190825219E-7","1.747872104086483E-7","3.1628161883469693E-7","1.9742631575681607E-5","1.6646400991299838E-8","4.7442242825204535E-7","3.1628161883469693E-7","2.80117312681098E-5","2.9131201734774717E-8","2.03918412143423E-7","1.3373718556410289E-4","1.6063776956604344E-6","4.11998424534671E-7","1.0360719976985018E-4","2.9547361759557214E-7","1.123632066912739E-7","1.3134010382135572E-5","1.5814080941734847E-7","1.5897312946691344E-6","5.792531384947561E-5","3.06293778239917E-5"
1872,"1.3903080002936561E-5","6.895778985413722E-6","4.2750112308494775E-7","1.7192979950155507E-7","7.114176298294076E-6","4.1356086907130814E-7","3.141668579540578E-5","1.7192979950155507E-7","2.1430817170301945E-5","1.3475578879851614E-7","1.2081553478487652E-7","8.828827541971747E-8","3.066855883000712E-7","4.414413770985873E-7","2.4237454978381385E-5","3.717401070303893E-8","2.509245722455128E-7","2.3233756689399334E-7","2.6723466944147114E-5","4.646751337879867E-8","2.4627782090763295E-7","1.0694498204130513E-4","1.2732098665790835E-6","5.111426471667853E-7","9.876205293529868E-5","3.299193449894705E-7","1.4869604281215572E-7","1.3470932128513734E-5","1.254622861227564E-7","1.4916071794594372E-6","5.3600276682444264E-5","4.114233634558834E-5"
1873,"1.202000386418448E-5","9.372911055275173E-6","5.465492086191789E-7","2.284086244975673E-7","6.9297545182386936E-6","3.1406185868415503E-7","3.384934240545198E-5","1.5091284118589268E-7","1.972471621553992E-5","1.998575464353714E-7","2.3656607537248042E-7","1.5091284118589268E-7","2.5695970255976323E-7","7.831152839916593E-7","1.438974334334674E-5","3.2629803499652475E-8","2.2432989906011075E-7","3.0590440780924194E-7","2.3921724690682717E-5","3.670852893710903E-8","3.385342113088944E-7","9.012351726604013E-5","2.092386149415215E-6","6.322024428057667E-7","1.0069965232536498E-4","4.4050234724530836E-7","1.2644048856115333E-7","1.1726335632687606E-5","1.6314901749826235E-7","1.0319175356765093E-6","5.3398673427181274E-5","2.70501071012119E-5"
1874,"1.2109930799042166E-5","1.1030972905439798E-5","7.900166271800386E-7","2.56023906956494E-7","7.870906396719644E-6","2.1213409433538072E-7","3.12166292267668E-5","8.77796252422265E-8","1.7694909455078826E-5","1.5361434417389639E-7","2.7431132888195784E-7","2.56023906956494E-7","6.949220331676265E-8","1.005808205900512E-6","1.6465994701687655E-5","5.1204781391298795E-8","2.8528378203723613E-7","3.1088617273288555E-7","2.4808716584084266E-5","4.7547297006206026E-8","3.035712039627E-7","1.182391552012791E-4","2.110368490198529E-6","3.401460478136277E-7","9.077876243800258E-5","2.633388757266795E-7","1.7921673486954578E-7","1.0979768124048499E-5","2.7431132888195784E-7","9.72890846434677E-7","5.369187077316188E-5","3.545565362908932E-5"
1875,"1.1604837193045038E-5","7.934995820958718E-6","4.483687097312856E-7","1.8839021417280906E-7","1.0105251088229478E-5","3.014243426764945E-7","2.8590098902865504E-5","1.0926632422022926E-7","1.3910733414520222E-5","1.1303412850368545E-7","1.1303412850368545E-7","3.277989726606878E-7","2.034614313066338E-7","6.480623367544632E-7","1.4264907017165103E-5","3.014243426764945E-8","1.205697370705978E-7","3.7301262406216197E-7","2.2580451070752894E-5","5.274925996838654E-8","2.223004527239147E-7","1.0126350792216834E-4","1.4807470833982792E-6","3.277989726606878E-7","9.771800409143607E-5","1.996936270231776E-7","2.3360386557428325E-7","1.1212985547565595E-5","2.712819084088451E-7","1.7294221661063872E-6","4.6788593591958864E-5","2.9675226536500885E-5"
1876,"1.0521603771130756E-5","5.844519610481565E-6","6.865107833919928E-7","3.4876216268577176E-7","6.7586435947842715E-6","2.679961881690667E-7","3.090399879461923E-5","1.0279305847580641E-7","1.396150004941042E-5","1.8723021365236166E-7","1.5786076837355984E-7","3.2306389806682014E-7","1.909013943122119E-7","6.828396027321426E-7","1.6311055671714567E-5","6.241007121745389E-8","2.2027083959101374E-7","2.936944527880183E-7","2.2228998895393136E-5","6.975243253715435E-8","3.04707994767569E-7","1.1789629571043025E-4","1.589621225715149E-6","3.083791754274192E-7","8.735207262047635E-5","2.312843815705644E-7","1.5051840705385938E-7","9.820408265099363E-6","1.8723021365236166E-7","9.251375262822576E-7","4.705352251730038E-5","2.7713742801209376E-5"
1877,"1.3312267167510331E-5","6.279740228100956E-6","3.389169609353915E-7","2.70481805361899E-7","6.729456964726764E-6","2.3789363604118828E-7","3.764585319928503E-5","1.759761143318379E-7","1.5502192145862093E-5","1.5642321273941148E-7","1.6294084660355362E-7","1.0754095875834538E-7","1.6294084660355362E-7","5.051166244710162E-7","1.6851342355739513E-5","3.910580318485287E-8","1.8249374819598006E-7","2.7699943922604115E-7","2.245650747890176E-5","4.236462011692394E-8","2.3789363604118828E-7","1.1774105575572784E-4","3.0991349023995898E-6","1.303526772828429E-7","9.36160340076057E-5","5.083754414030872E-7","1.8575256512805113E-7","1.0001309164526121E-5","1.890113820601222E-7","8.505512192705499E-7","5.1798895135269694E-5","2.79606492771698E-5"
1878,"1.6323411152126088E-5","6.6575273873204255E-6","4.1668734714381044E-7","5.80836908139857E-7","8.965091408245618E-6","2.272840075329875E-7","3.361593605859422E-5","1.6099283866919949E-6","2.6456489821305114E-5","1.4836594936181128E-7","1.546793940155054E-7","1.3258233772757604E-7","1.9887350659136407E-7","5.429562402176923E-7","1.0688661798704107E-5","5.050755722955278E-8","2.020302289182111E-7","3.188289550115519E-7","2.3246103214901667E-5","5.997772421009392E-8","1.420525047081172E-7","1.0482527830760995E-4","2.4748703042480863E-6","1.420525047081172E-7","8.78673659677876E-5","3.3145584431894014E-7","1.1364200376649375E-7","9.126084246914817E-6","1.546793940155054E-7","7.355163021553623E-7","5.477228909312314E-5","3.0156168388369855E-5"
1879,"1.4308230326394493E-5","6.2213523005909635E-6","4.370492658123779E-7","4.45848915459607E-7","8.500461559223296E-6","3.959842341253088E-7","3.91613741467185E-5","6.0453593076463815E-6","2.8707390365810353E-5","1.2026187851213084E-7","2.9625487145671255E-7","9.679614611951994E-8","1.231950950612072E-7","4.1651674996884337E-7","1.452822156757522E-5","4.1065031687069065E-8","2.4932340667149075E-7","3.9891745067438523E-7","2.304921564264205E-5","1.4079439435566536E-7","1.9652550878811623E-7","1.1569192712866986E-4","1.9476557885867043E-6","1.4079439435566536E-7","8.680267733681678E-5","4.13583533419767E-7","2.815887887113307E-7","9.711879993991834E-6","1.37861177806589E-7","8.564992323302977E-7","5.9074981298397924E-5","3.2544037612002236E-5"
1880,"1.3501791539963633E-5","6.115952810595083E-6","1.9930944913484906E-7","4.982736228371226E-7","7.457020675488139E-6","3.67298841977079E-7","3.858630935250678E-5","1.3353733092034889E-6","3.537457994359093E-5","2.2778222758268466E-7","1.4805844792874502E-7","9.111289103307386E-8","1.366693365496108E-7","5.125100120610404E-7","1.193009416964311E-5","4.2709167671753375E-8","3.815352312009968E-7","4.3278623240710086E-7","2.7800820876466662E-5","9.111289103307386E-8","2.1639311620355043E-7","1.1901336663410795E-4","2.5938701165978213E-6","7.402922396437251E-8","7.802395478060384E-5","4.128552874936159E-7","2.1069856051398332E-7","6.574364543605236E-6","2.2778222758268466E-7","7.687650180915608E-7","6.362242344168861E-5","2.7336714587766943E-5"
1881,"1.6876061085332006E-5","5.9692385594092255E-6","3.9617663490065687E-7","4.041533456704687E-7","8.221329900086114E-6","4.3871909233965353E-7","3.83998856458744E-5","1.9941776924529706E-7","4.6339371765427163E-5","3.4299856310191094E-7","1.302862759069274E-7","1.940999620654225E-7","2.1537119078492085E-7","4.0149444208053144E-7","1.2714876967080142E-5","2.393013230943565E-8","2.2600680514467003E-7","3.802232133610331E-7","2.9099040888273748E-5","4.78602646188713E-8","1.8878215488554788E-7","1.321740974557829E-4","2.829073419693281E-6","9.837943282767989E-8","7.625469605581167E-5","7.152450656931322E-7","1.5421640821636306E-7","8.11763266007856E-6","1.5953421539623766E-7","1.021018978535921E-6","7.275557893145419E-5","3.3613859183987274E-5"
1882,"1.5238988149174679E-5","5.997913256290366E-6","4.4373836901055836E-7","2.948328760539951E-7","8.52632852669281E-6","5.122348957705774E-7","4.2000283343328215E-5","1.3699305352003815E-7","3.945697752363012E-5","3.4546074365922665E-7","2.0846769013918848E-7","2.2633634929397606E-7","1.3103683380177562E-7","3.960886112644581E-7","1.2808850504123566E-5","1.7868659154787585E-8","2.739861070400763E-7","2.650517774626825E-7","2.8771519349067142E-5","7.147463661915034E-8","1.489054929565632E-7","1.3288624002429615E-4","2.6237147858946435E-6","8.33870760556754E-8","7.142698686140424E-5","4.4373836901055836E-7","2.7994232675833883E-7","6.938995971775846E-6","1.489054929565632E-7","1.8910997605483528E-6","7.572439938813065E-5","2.879236611808106E-5"
1883,"1.5256806102979117E-5","7.021807146190388E-6","3.442389985995288E-7","3.5092325099951964E-7","6.687594526190846E-6","7.252413853990073E-7","3.606488382415063E-5","1.33685047999817E-7","2.8073860079961573E-5","4.511870369993824E-7","3.074756103995791E-7","3.308704937995471E-7","3.6763388199949677E-7","2.8073860079961574E-7","9.494980534187003E-6","2.6737009599963402E-8","2.740543483996249E-7","2.640279697996386E-7","3.340455136895428E-5","1.1363229079984446E-7","2.105539505997118E-7","1.3341767790381738E-4","3.001229327595892E-6","1.1363229079984446E-7","5.967032117471832E-5","3.743181343994876E-7","1.2700079559982615E-7","5.347401919992681E-6","1.6710630999977128E-7","1.8415115361974794E-6","6.53118302003106E-5","2.1032000176571212E-5"
1884,"1.3855548328169023E-5","5.978839143984258E-6","3.2179684689334233E-7","9.324794995204806E-7","7.6317047666637E-6","6.399369114356239E-7","3.721873076909589E-5","1.389577293403069E-7","2.6745706115658022E-5","5.77771611467592E-7","1.3530094698924622E-7","1.9746624695727825E-7","1.316441646381855E-7","3.9858927626561724E-7","1.0352350835852865E-5","2.559747645742496E-8","4.0224605861667793E-7","2.7060189397849245E-7","3.3978821606056104E-5","9.873312347863913E-8","2.0477981165939968E-7","1.1760212041011239E-4","2.4281034811043103E-6","1.1701703523394267E-7","5.946659459294924E-5","5.192630938506206E-7","1.6455520579773188E-7","6.030034096899108E-6","1.5358485874454977E-7","2.168471934179E-6","6.692643058911309E-5","2.0993587477439526E-5"
1885,"1.3143361681917796E-5","6.284384373069851E-6","3.505378287451268E-7","7.480549541261985E-7","7.115556544321183E-6","6.613239449521465E-7","3.1645976972382225E-5","1.51779266054591E-7","2.412928951063105E-5","4.697929663594483E-7","1.1202755351648383E-7","1.6623443425026633E-7","1.1564134556540266E-7","3.0717232415810085E-7","1.1412355290485675E-5","2.1682752293513E-8","4.842481345551237E-7","3.577654128429645E-7","3.522001730876295E-5","1.7707581039702283E-7","1.843033944948605E-7","1.0982314036664334E-4","5.250839847079065E-6","8.311721712513317E-8","6.142723724752233E-5","2.6019302752215597E-7","9.034480122297083E-8","4.267888409773142E-6","2.710344036689125E-7","1.955061498465089E-6","6.613600828726357E-5","2.2474172752226226E-5"
1886,"1.550920568312148E-5","6.670779695157938E-6","6.106548864411175E-7","8.177775964620813E-7","6.813622943448258E-6","9.284811138870792E-7","3.593579018863722E-5","1.142745986322559E-7","2.191215428773507E-5","3.8567677038386366E-7","1.5355649191209388E-7","2.464046033008018E-7","2.1783595364273782E-7","1.7141189794838385E-7","1.173100176584252E-5","2.4997568450805977E-8","1.074895443384657E-6","3.1782622744596174E-7","3.2850376025566315E-5","1.2498784225402988E-7","2.464046033008018E-7","1.1719217197858568E-4","2.349771434375762E-6","1.3570108587580387E-7","6.742201319303098E-5","5.142356938451516E-7","1.0713243621773991E-7","4.56384178287572E-6","2.1783595364273782E-7","2.392624408862858E-6","6.775412374530597E-5","2.792228395955028E-5"
