"Year"," hose","gown","suit ","sweater","suit ","suit ","tie s"," tee","cardigan"," suit","tee ","top"," tie","dress"," coat","dress ","jacket","tie "," tie","tie "," tie","blazer","tie "," tie"," coat","tie "," tie","polo","tank","scarf"," top"," coat","corset","top ","an tie","tunic","underwear"," dress","coat "," coat","coat ","suit ","tie","suit","coat ","hose","skirt"," dress","bra","coat ","coat","n tie","shirt","tee"
1878,"1.6099283866919948E-7","6.988983231639366E-6","7.260461351748212E-8","3.2829912199209304E-7","1.0417183678595261E-7","3.503961782800224E-7","1.3352935442563016E-6","5.20859183929763E-7","3.2040731617497545E-6","2.493810638209168E-7","3.8512012387533996E-7","1.0790939602093951E-4","4.671949043733632E-7","1.8888563714922E-4","1.2626889307388194E-8","1.9256006193766998E-7","3.5143789664788195E-5","3.0620206570416374E-7","1.1522036492991728E-6","1.1332633153380905E-6","2.0518695124505815E-7","1.5783611634235244E-7","2.493810638209168E-7","2.58851230801458E-7","1.5783611634235245E-8","1.9571678426451702E-7","2.746348424356932E-7","3.374536167399495E-6","1.4811341157566352E-5","1.4000063519566661E-5","1.29425615400729E-7","5.3664279556399826E-8","5.344330899352053E-6","3.093587880310108E-7","3.1251551035785783E-7","3.96799996484674E-6","2.209705628792934E-8","4.135306248169634E-7","2.1781384055244635E-7","1.29425615400729E-7","4.103739024901163E-8","2.841050094162344E-7","3.2833068921536154E-4","1.6579421332833384E-4","1.0101511445910555E-7","2.4297291749741734E-5","2.0657590906887087E-5","2.146571182255993E-7","1.9098170077424643E-5","1.1048528143964671E-7","9.197741843734245E-5","9.028225854782559E-7","3.0190892333965173E-5","1.1961452240888836E-4"
1879,"1.319947447084363E-7","7.6234298110494646E-6","1.4372761090474172E-7","4.194499665179197E-7","2.4345697357333804E-7","8.506327992321449E-8","1.4666082745381808E-6","5.074464629902106E-7","3.455329094811954E-6","2.8745522180948343E-7","3.549192024382398E-7","1.0717679948670119E-4","3.783849348308507E-7","1.9148917597335214E-4","2.0532515843534533E-8","3.9305101757623246E-7","3.860992943549215E-5","3.1972060384932345E-7","9.796943273915047E-7","1.0852901231582538E-6","2.1119159153349804E-7","8.213006337413813E-8","2.6692270596594894E-7","2.1999124118072713E-7","2.0532515843534533E-8","1.9359229223903988E-7","2.1705802463165078E-7","3.5051937761462523E-6","1.1322215879434757E-5","1.3469330393358654E-5","1.5839369365012355E-7","4.693146478522179E-8","4.461422371145146E-6","2.1119159153349804E-7","3.0212130455486526E-7","3.0212130455486526E-6","2.0532515843534533E-8","4.2824961616514884E-7","1.9652550878811623E-7","1.319947447084363E-7","3.226538203983998E-8","4.429156989105306E-7","3.2334312628743274E-4","1.777059914092423E-4","1.7305977639550536E-7","2.5372323149510528E-5","1.9986937565406328E-5","2.581230563187198E-7","1.7508369581436803E-5","1.9652550878811623E-7","8.957750019224301E-5","7.978349013487705E-7","3.1889930321558206E-5","1.2164635672329487E-4"
1880,"1.1104383594655877E-7","9.52129711295622E-6","8.541833534350675E-8","3.018114515470572E-7","1.3097478086004368E-7","1.22432947325693E-7","1.4635008122187488E-6","4.2139712102796663E-7","3.2800640771906593E-6","2.8188050663357224E-7","3.2174239646054206E-7","1.0752175325256151E-4","4.270916767175337E-7","1.8428151667008145E-4","1.993094491348491E-8","3.1035328508140783E-7","3.7324965267267664E-5","3.018114515470572E-7","1.1958566948090944E-6","1.193009416964311E-6","2.1639311620355043E-7","1.5944755930787927E-7","2.2778222758268466E-7","2.391713389618189E-7","2.2778222758268466E-8","2.6194956172008736E-7","2.1639311620355043E-7","4.04882909528222E-6","1.3439151427378394E-5","1.2041138005589668E-5","1.9646217129006552E-7","5.979283474045473E-8","3.6530574748573053E-6","1.6798939284222993E-7","2.7618595094400516E-7","3.45659530356724E-6","3.132005629261914E-8","3.7868795335621324E-7","3.843825090457804E-7","1.4521117008396148E-7","3.986188982696982E-8","4.157025653383995E-7","3.144619070114305E-4","1.6791536361826555E-4","3.274369521501092E-7","2.515854703650752E-5","1.79236140329125E-5","2.2778222758268466E-7","1.6357611218281543E-5","2.6194956172008736E-7","8.602195824660087E-5","7.858486851602621E-7","3.044594199427059E-5","1.0651666417335291E-4"
1881,"1.1699175795724094E-7","8.08838472058925E-6","1.5687531180630037E-7","3.6161088823147204E-7","1.7282873334592413E-7","1.940999620654225E-7","1.7681708873083007E-6","4.3871909233965353E-7","3.5310239674367268E-6","3.722465025912212E-7","3.88199924130845E-7","1.0460658503531304E-4","4.4137799592959085E-7","1.8236090271584932E-4","1.861232512956106E-8","2.233479015547327E-7","3.6916217442689394E-5","3.403396595119737E-7","1.3666764452277693E-6","1.3959243847170794E-6","2.845026841232905E-7","7.179039692830694E-8","2.765259733534786E-7","2.685492625836667E-7","2.658903589937294E-8","2.924793948931024E-7","3.0577391284278886E-7","4.10800604645312E-6","1.143860324391024E-5","1.2204367477812181E-5","1.781465405257987E-7","5.849587897862047E-8","6.001145402488473E-6","1.7016982975598684E-7","4.041533456704687E-7","3.693217086422902E-6","6.381368615849506E-8","3.0311500925285154E-7","3.749054061811585E-7","8.508491487799342E-8","7.710820410818153E-8","4.0947115285034333E-7","3.5703757405677986E-4","1.8007424562850325E-4","2.845026841232905E-7","2.7750976768175542E-5","1.969449889066554E-5","1.7282873334592413E-7","1.8373023806466704E-5","2.818437805333532E-7","9.278509967445183E-5","1.0422902072554193E-6","2.9122971020583185E-5","1.2443402910547544E-4"
1882,"1.2210250422438183E-7","9.562710757670488E-6","1.757084816887446E-7","4.139572704192457E-7","1.57839822533957E-7","1.3401494366090688E-7","1.194222053511637E-6","4.556508084470834E-7","3.951951783067187E-6","2.650517774626825E-7","3.72263732391408E-7","1.1142300226953712E-4","3.9906672112358936E-7","1.9228166305481007E-4","1.489054929565632E-8","2.978109859131264E-7","3.347991103635367E-5","2.561174478852887E-7","1.06020710985073E-6","9.82776253513317E-7","1.9655525070266344E-7","1.3401494366090688E-7","1.8762092112526965E-7","2.2931445915310733E-7","5.360597746436275E-8","2.0251147042092595E-7","2.2633634929397606E-7","3.7137029943366865E-6","1.2707594768913105E-5","1.2951799777361867E-5","1.9655525070266344E-7","7.147463661915034E-8","4.875165839397879E-6","2.322925690122386E-7","3.8119806196880183E-7","3.4248263380009536E-6","6.254030704175655E-8","2.978109859131264E-7","2.233582394348448E-7","1.5188360281569447E-7","1.1912439436525056E-7","4.0204483098272065E-7","2.894841907469954E-4","1.8204292135911678E-4","1.161462845061193E-7","2.8518380011040986E-5","2.277956231249504E-5","2.322925690122386E-7","1.9310064326607117E-5","1.6379604225221953E-7","9.467709053164201E-5","7.743085633741287E-7","2.758325351527377E-5","1.2148007926382339E-4"
1883,"1.437114265998033E-7","7.586626473989616E-6","1.437114265998033E-7","3.709760081994922E-7","9.35795335998719E-8","1.0694803839985361E-7","1.564115061597859E-6","4.5787128939937326E-7","4.217763264394226E-6","2.3394883399967977E-7","4.110815225994373E-7","1.1172059461344707E-4","4.5787128939937326E-7","1.7573902197435946E-4","2.005275719997255E-8","2.6068584359964315E-7","2.583463552596464E-5","3.2418624139955626E-7","1.3468768585981563E-6","1.2867185869982387E-6","2.506594649996569E-7","7.686890259989478E-8","2.0386969819972095E-7","2.2058032919969806E-7","3.676338819994968E-8","2.8073860079961574E-7","2.3394883399967977E-7","3.85012938239473E-6","1.364590127458132E-5","7.957602482189108E-6","1.3702717419981245E-7","4.678976679993595E-8","7.8172331817893E-6","2.7071222219962945E-7","3.9102876539946476E-7","3.512574636195192E-6","3.007913579995883E-8","2.0721182439971637E-7","2.773964745996203E-7","9.692165979986734E-8","8.689528119988106E-8","3.408968723995334E-7","3.627309828641035E-4","1.5285882600919075E-4","1.1029016459984903E-7","2.5440264634365176E-5","1.7499372783176045E-5","1.8381694099974839E-7","1.744589876397612E-5","3.943708915994602E-7","8.826889506807917E-5","9.458217145987053E-7","2.406999289236705E-5","1.1765286861843895E-4"
1884,"1.1336025288288197E-7","8.443510448599176E-6","1.3530094698924622E-7","3.108264998401602E-7","1.316441646381855E-7","7.679242937227488E-8","1.0494965347544232E-6","4.059028409677386E-7","4.786728097538467E-6","2.8157224103167456E-7","3.144832821912209E-7","1.0923905917323654E-4","3.2179684689334233E-7","1.8393249547600258E-4","1.8283911755303542E-8","3.803053645103137E-7","2.7879308644486842E-5","2.596315469253103E-7","8.630006348503272E-7","8.959116760098735E-7","2.157501587125818E-7","9.141955877651771E-8","1.4627129404242834E-7","2.559747645742496E-7","3.6567823510607084E-8","2.0112302930833896E-7","2.2672050576576393E-7","2.9363962279017487E-6","1.1811406993926089E-5","7.752378584248702E-6","2.1209337636152108E-7","8.41059940743963E-8","4.4393337741877E-6","1.5358485874454977E-7","3.7664858215925296E-7","4.208956486070875E-6","3.291104115954638E-8","3.400807586486459E-7","2.084365940104604E-7","1.0238990582969984E-7","5.485173526591063E-8","2.925425880848567E-7","2.9170518492646375E-4","1.547915969203998E-4","1.0238990582969984E-7","2.5641357845637688E-5","1.9779535736887373E-5","1.2433059993606408E-7","1.522684170981679E-5","9.873312347863913E-8","8.826009882520126E-5","7.935217701801737E-7","2.545120516338253E-5","9.940962821358536E-5"
1885,"1.1564134556540266E-7","9.778921284374363E-6","2.0959993883729232E-7","2.1321373088621115E-7","1.73462018348104E-7","1.95144770641617E-7","1.4455168195675333E-6","3.25241284402695E-7","3.8306195718539635E-6","2.1321373088621115E-7","2.8548957186458784E-7","1.0537094856237534E-4","4.11972293576747E-7","1.7624825201782043E-4","7.227584097837666E-9","2.6380681957107483E-7","3.038476354730955E-5","2.999447400602632E-7","1.1997789602410527E-6","1.4057651070294262E-6","2.059861467883735E-7","7.58896330272955E-8","1.843033944948605E-7","2.4212406727756183E-7","2.1682752293513E-8","2.81875779815669E-7","1.95144770641617E-7","2.8693508868415534E-6","1.1303941529018111E-5","7.050508287440644E-6","1.4455168195675332E-7","3.613792048918833E-8","4.560605565735567E-6","1.5900685015242866E-7","2.81875779815669E-7","4.755750336377184E-6","1.2648272171215915E-7","2.81875779815669E-7","2.3489648317972416E-7","9.75723853208085E-8","8.6731009174052E-8","3.3969645259837033E-7","3.534722278888489E-4","1.4428787513718225E-4","1.1202755351648383E-7","2.2878917461705132E-5","2.006377345559736E-5","9.034480122297083E-8","1.4603333669681006E-5","1.3732409785891566E-7","8.465307874592367E-5","8.383997553491693E-7","2.4888185840904006E-5","1.0103801189572166E-4"
1886,"1.5712757311935185E-7","1.3113010193051364E-5","9.641919259596592E-8","6.463656985136975E-7","9.641919259596592E-8","5.3566218108869953E-8","1.310586803063685E-6","3.1068406503144573E-7","4.531702052010398E-6","2.392624408862858E-7","3.213973086532197E-7","1.0754668163778184E-4","3.356816334822517E-7","2.057299883501332E-4","2.4997568450805977E-8","2.9639974020241376E-7","2.724377853017126E-5","3.0711298382418775E-7","1.124890580286269E-6","1.171314635980623E-6","1.8212514157015784E-7","2.8211541537338174E-7","1.7498297915564186E-7","3.0711298382418775E-7","3.9281893279837964E-8","2.0712271002096383E-7","1.8926730398467383E-7","3.871052028667669E-6","1.183813420206026E-5","6.06012480871682E-6","1.0356135501048191E-7","6.070838052338595E-8","5.624452901431345E-6","1.8569622277741585E-7","2.1426487243547981E-7","3.563939044843481E-6","7.177873226588574E-7","3.0711298382418775E-7","2.6068892812983376E-7","1.142745986322559E-7","5.713729931612795E-8","3.392527146895097E-7","3.234042562916987E-4","1.6330911468911545E-4","6.427946173064394E-8","2.6640265806144655E-5","1.910885554003754E-5","6.785054293790194E-8","1.4187905636436022E-5","1.0713243621773991E-7","8.36597194424331E-5","9.356232763015952E-7","2.839723776011559E-5","9.275169219611196E-5"
1887,"1.7276846772949246E-7","1.2871250845847189E-5","1.802801402394704E-7","3.4178109920399597E-7","1.8403597649445936E-7","9.389590637472416E-8","9.577382450221864E-7","3.568044442239518E-7","3.2037283255055885E-6","2.1783850278936005E-7","2.478851928292718E-7","1.1861306476880655E-4","2.140826665343711E-7","2.1184794396265265E-4","1.12675087649669E-8","3.830952980088746E-7","3.502317307777211E-5","2.25350175299338E-7","1.0328549701219658E-6","1.0478783151419216E-6","1.3145426892461383E-7","3.3802526294900696E-7","1.802801402394704E-7","1.5774512270953658E-7","2.6290853784922764E-8","2.366176840643049E-7","1.7652430398448142E-7","4.307944184472345E-6","1.2657168179312816E-5","6.043140534277247E-6","1.4272177768958073E-7","2.6290853784922764E-8","5.243147411964597E-6","1.6901263147450348E-7","1.9530348525942626E-7","3.0985649103658973E-6","2.25350175299338E-7","4.281653330687422E-7","1.802801402394704E-7","1.1643092390465797E-7","8.262839760975726E-8","3.117344091640842E-7","2.6579302009305917E-4","1.5309915326211523E-4","1.352101051796028E-7","2.830398201759685E-5","1.751346445701355E-5","2.3286184780931593E-7","1.286373917333721E-5","1.7276846772949246E-7","8.954289215519194E-5","6.610271808780581E-7","3.130489518533304E-5","8.75522989400478E-5"
1888,"1.3648055432424756E-7","1.433404979758084E-5","3.268350116712244E-7","2.812217737786469E-6","8.619824483636687E-8","3.160602310666785E-7","8.727572289682146E-7","3.6634254055455923E-7","3.6813833732198353E-6","2.5141154743940337E-7","3.0169385692728403E-7","1.1252821704034211E-4","2.6577792157879785E-7","2.1485271684817928E-4","1.7957967674243097E-8","4.022584759030454E-7","3.8099624217674155E-5","1.4007214785909617E-7","9.6254706733943E-7","8.081085453409395E-7","1.616217090681879E-7","1.5803011553333926E-7","1.616217090681879E-7","1.7957967674243098E-7","4.3099122418183435E-8","1.8317127027727962E-7","3.0528545046213267E-7","4.608014505210779E-6","1.5124200375247537E-5","5.997961203197195E-6","1.3288896078939893E-7","5.0282309487880677E-8","6.281697092450236E-6","1.5803011553333926E-7","2.4422836036970616E-7","2.805034550716772E-6","1.4007214785909617E-7","3.5197616641516475E-7","2.2986198623031167E-7","1.4007214785909617E-7","2.5141154743940338E-8","4.0944166297274263E-7","2.3882301209975898E-4","1.7911636117643552E-4","1.616217090681879E-7","2.560447030993581E-5","1.9405379868787093E-5","1.7598808320758237E-7","2.3424373034282698E-5","1.3648055432424756E-7","8.853996382108817E-5","8.476160742242742E-7","3.168862975796937E-5","1.0090222876803712E-4"
1889,"1.3592251561013756E-7","1.7494658522346915E-5","1.895761401930866E-7","1.720492894959899E-6","1.4665324052672737E-7","6.080744119400891E-8","8.048043687442355E-7","3.4696010563640374E-7","3.0940256842833943E-6","1.9672995680414647E-7","2.4322976477603563E-7","1.3052496097709288E-4","2.0746068172073627E-7","2.053145367374183E-4","3.219217474976942E-8","3.7557537208064323E-7","3.89883005302763E-5","1.4665324052672737E-7","1.1660721076027591E-6","7.83342918911056E-7","9.299961594377833E-8","2.3607594816497576E-7","1.895761401930866E-7","1.2161488238801782E-7","3.934599136082929E-8","1.7169159866543692E-7","1.5380705713778724E-7","4.878902928742832E-6","1.5502320596166742E-5","5.805322179875085E-6","1.0730724916589807E-7","6.438434949953884E-8","4.9719025446866105E-6","2.2534522324838595E-7","1.7169159866543692E-7","2.503835813870955E-6","1.609608737488471E-7","3.290755641087541E-7","2.1461449833179614E-7","1.0373034086036814E-7","3.219217474976942E-8","3.791522803861732E-7","2.4457110539060934E-4","1.7342997610192445E-4","1.5380705713778724E-7","2.5764470524732125E-5","2.0778260346823398E-5","1.502301488322573E-7","2.223763893547961E-5","1.4307633222119743E-7","9.375792050455068E-5","7.690352856889362E-7","2.847576702032382E-5","9.18371207444811E-5"
1890,"1.1352606102743265E-7","1.8701526453252404E-5","3.7085179935628E-7","1.6461278848977733E-6","1.4758387933566245E-7","9.460505085619388E-8","7.946824271920285E-7","3.4057818308229796E-7","3.693381185425809E-6","3.254413749453069E-7","2.0813111188362652E-7","1.2557117610244325E-4","2.4975733426035183E-7","2.1597197849858787E-4","2.270521220548653E-8","3.027361627398204E-7","3.465572222964094E-5","1.589364854384057E-7","6.206091336166319E-7","6.96293174301587E-7","1.5515228340415797E-7","5.146514766576947E-7","1.0595765695893714E-7","1.6272068747265346E-7","4.919462644522082E-8","2.00562707815131E-7","1.7028909154114898E-7","4.976225675035798E-6","1.663535214255313E-5","5.108672746234469E-6","1.4001547526716693E-7","7.56840406849551E-8","6.240149154474548E-6","1.513680813699102E-7","1.6272068747265346E-7","2.671646636178915E-6","3.670675973220322E-7","2.5732573832884735E-7","3.254413749453069E-7","1.4758387933566245E-7","9.082084882194612E-8","4.4653584004123507E-7","2.234874037386039E-4","1.819633548168033E-4","2.8003095053433385E-7","2.5679595004405266E-5","2.2145150304417864E-5","2.686783444315906E-7","1.7354350529060205E-5","1.8542589967814E-7","9.079435940770638E-5","6.395301437878706E-7","2.7700358890693567E-5","9.606575284141351E-5"
1891,"8.03878068578436E-8","2.2207131644479297E-5","3.1753183708848223E-7","1.1294486863527028E-6","2.8537671434534483E-7","9.646536822941233E-8","6.310442838340724E-7","2.3312463988774646E-7","3.601373747231394E-6","1.9695012680171685E-7","1.4067866200122632E-7","1.2925153525638385E-4","1.7283378474436375E-7","2.207208012895812E-4","1.2862049097254978E-7","2.6126037228799176E-7","3.1399477358673717E-5","9.646536822941233E-8","7.958392878926518E-7","5.546758673191209E-7","1.004847585723045E-7","3.0145427571691353E-7","1.045041489151967E-7","1.647950040585794E-7","1.045041489151967E-7","1.647950040585794E-7","1.647950040585794E-7","6.23005503148288E-6","1.6117755274997642E-5","4.4856396226676735E-6","1.5273683302990286E-7","1.1656231994387323E-7","8.010644953384115E-6","2.532215916022074E-7","1.7685317508725594E-7","2.7452436041953594E-6","1.9695012680171685E-7","2.8537671434534483E-7","4.823268411470616E-7","2.049889074875012E-7","1.8087256543014812E-7","5.385983059475522E-7","1.95639805549934E-4","1.8765729632895013E-4","1.4871744268701067E-7","2.4654940363300637E-5","2.4807677196330538E-5","3.939002536034337E-7","1.640715137968588E-5","2.049889074875012E-7","1.0882499353380579E-4","5.546758673191209E-7","2.4084186934609944E-5","8.615965139023678E-5"
1892,"1.395981720131235E-7","2.2998798839162095E-5","2.2878589302150794E-7","1.1439294651075397E-6","1.7061998801603982E-7","1.2020953701130077E-7","6.630913170623365E-7","2.2490816602114338E-7","4.032836080379123E-6","1.7449771501640436E-7","2.5980770902442424E-7","1.227029154725352E-4","2.2103043902077885E-7","1.8996209029385815E-4","4.65327240043745E-8","2.4041907402260155E-7","2.9734410638795303E-5","1.512313530142171E-7","8.647331210812926E-7","5.66148142053223E-7","8.918772100838445E-8","5.66148142053223E-7","1.318427180123944E-7","1.6286453401531073E-7","1.0082090200947808E-7","1.7061998801603982E-7","2.0164180401895615E-7","5.486983705515826E-6","1.5623362084468737E-5","4.928591017463332E-6","1.2796499101202987E-7","1.2796499101202987E-7","5.549027337521659E-6","1.6286453401531073E-7","1.86130896017498E-7","2.0823393991957585E-6","8.4534448607947E-7","1.86130896017498E-7","3.567508840335378E-7","3.218513410302569E-7","1.2020953701130077E-7","3.373622490317151E-7","2.3106599649772228E-4","1.3217620253442574E-4","1.783754420167689E-7","1.973375270485515E-5","2.6426709507484347E-5","1.3572044501275894E-7","1.6817702000581016E-5","2.3266362002187248E-7","1.0233321553962025E-4","6.08803139057233E-7","2.7074289916545227E-5","8.559694580604688E-5"
1893,"9.267784763113104E-8","2.6102917258889864E-5","2.095325250790789E-7","1.128252058118117E-6","2.337093548958957E-7","1.1282520581181171E-7","5.681555006951946E-7","2.619156563488486E-7","4.106031597222719E-6","1.490904505370369E-7","2.095325250790789E-7","1.3271467780777966E-4","1.8132622362612597E-7","1.9759320062120753E-4","3.5459350397997964E-7","3.0623984434634604E-7","3.2259949918905875E-5","1.6520833708158143E-7","6.487449334179173E-7","5.842733872397392E-7","1.249136207202201E-7","9.670731926726718E-7","1.6117886544544529E-7","1.370020356286285E-7","1.6117886544544529E-7","1.853556952622621E-7","1.370020356286285E-7","6.846072309795289E-6","1.9619497396346827E-5","5.040869016806301E-6","1.5311992217317302E-7","1.7729675198998982E-7","6.51162616399599E-6","2.9012195780180156E-7","1.9341463853453435E-7","2.61512709185235E-6","8.341006286801794E-7","2.1759146835135116E-7","3.7877033379679647E-7","2.095325250790789E-7","5.238313126976972E-8","1.9341463853453435E-7","1.9612647294565397E-4","1.3231173064416605E-4","2.377388265320318E-7","1.9675909999252734E-5","3.304166741631628E-5","1.853556952622621E-7","1.988947199596795E-5","2.498272414404402E-7","1.0234052061458549E-4","4.1503557852202163E-7","2.8226448811133607E-5","8.658125704565707E-5"
1894,"1.2511336027174654E-7","2.7831668788192393E-5","1.45292934509125E-7","8.515780328173716E-7","3.228731877980556E-7","3.955196550526181E-7","5.408125895617431E-7","2.0986757206873613E-7","3.3417374937098755E-6","1.6547250874650348E-7","1.695084235939792E-7","1.4634227236946868E-4","1.7354433844145488E-7","2.1939636702362624E-4","2.1390348691621182E-7","3.874478253576667E-7","4.057708787652064E-5","1.2914927511922225E-7","6.457463755961112E-7","6.053872271213542E-7","8.879012664446529E-8","5.730999083415487E-7","1.8968799783135766E-7","1.574006790515521E-7","7.26464672545625E-8","1.8565208298388195E-7","1.3318518996669793E-7","8.366451478817115E-6","1.5203291230440942E-5","5.339515343210344E-6","1.7758025328893059E-7","1.7758025328893059E-7","8.523852157868668E-6","3.026936135606771E-7","1.2511336027174654E-7","2.9179664347249275E-6","1.0089787118689236E-6","2.9865769871320144E-7","3.874478253576667E-7","2.502267205434931E-7","8.07182969495139E-8","2.7847812447582294E-7","1.788878896995127E-4","1.7132862119019073E-4","1.4125701966164933E-7","2.1523533881587882E-5","3.859545368641007E-5","2.8251403932329865E-7","1.6825728999126174E-5","2.582985502384445E-7","1.1037016333391783E-4","4.1569922928999656E-7","2.782359695849744E-5","7.932994224198226E-5"
1895,"1.2992224300442588E-7","2.8059013448859075E-5","2.3050720533043302E-7","7.501961773481366E-7","2.6403552610576874E-7","5.364531324053714E-7","6.118918541498768E-7","3.4366528794719106E-7","3.6378228041239246E-6","2.3050720533043302E-7","2.4308032562118394E-7","1.370428201290878E-4","2.095520048458482E-7","2.0860063874384804E-4","1.508774434890107E-7","2.975638468811044E-7","3.7778035433609514E-5","1.4249536329517677E-7","6.873305758943821E-7","5.532172927930393E-7","9.639392222909018E-8","4.316771299824473E-7","1.383043231982598E-7","1.4249536329517677E-7","1.4668640339209375E-7","2.0536096474893124E-7","1.508774434890107E-7","1.1014053374697782E-5","1.784963977276935E-5","4.7107290689346674E-6","1.508774434890107E-7","2.2631616523351607E-7","8.340169792864759E-6","2.5146240581501785E-7","1.7602368407051248E-7","2.5858717397977667E-6","1.0435689841323241E-6","2.6403552610576874E-7","3.394742478502741E-7","2.682265662026857E-7","1.5506848358592766E-7","3.101369671718553E-7","1.956628979646654E-4","1.5972892017369932E-4","2.682265662026857E-7","2.3075866773624804E-5","3.779479959399718E-5","2.2631616523351607E-7","2.3042338452849467E-5","3.813846488194437E-7","1.08011485377744E-4","5.238800121146205E-7","3.0016229174119296E-5","9.067734353689544E-5"
1896,"9.188841453626936E-8","2.510175277096676E-5","1.8377682907253872E-7","8.540217351017975E-7","1.7837162821746404E-7","3.026912478841814E-7","8.864529402322456E-7","2.5944964104358406E-7","3.1350164959433074E-6","3.243120513044801E-7","1.9999243163776272E-7","1.4067035225331825E-4","2.432340384783601E-7","1.9574394376567402E-4","1.0810401710149336E-7","3.729588590001521E-7","3.976606269078433E-5","1.8377682907253872E-7","8.702373376670216E-7","7.513229188553789E-7","1.189144188116427E-7","2.3242363676821073E-7","9.188841453626936E-8","1.7837162821746404E-7","2.216132350580614E-7","2.216132350580614E-7","1.4594042308701603E-7","8.356440521945437E-6","2.028571880909523E-5","4.043090239595852E-6","1.8377682907253872E-7","9.188841453626936E-8","1.025907122293172E-5","5.513304872176162E-7","1.9999243163776272E-7","2.724221230957633E-6","9.837465556235897E-7","2.3242363676821073E-7","3.729588590001521E-7","2.756652436088081E-7","2.053976324928374E-7","2.864756453189574E-7","2.2894268741754264E-4","1.505186282112643E-4","1.351300213768667E-7","2.1723502236545092E-5","3.766884475901536E-5","1.4053522223194138E-7","2.6155766937706318E-5","2.4863923933343476E-7","1.0693108851594216E-4","6.053824957683628E-7","2.9344835442200374E-5","1.0195830372927346E-4"
1897,"1.3323881549413934E-7","2.4169521130636875E-5","1.4656269704355327E-7","8.927000638107335E-7","9.326717084589753E-8","3.1311121641122745E-7","1.2724306879690306E-6","2.7313957176298563E-7","2.37165091579568E-6","2.198440455653299E-7","1.7987240091708808E-7","1.2434512455990554E-4","3.330970387353483E-7","1.8031875094899348E-4","6.661940774706967E-8","2.9312539408710654E-7","2.88795132583547E-5","2.864634533123996E-7","2.0918494032579874E-6","1.772076246072053E-6","1.8653434169179506E-7","2.9312539408710654E-7","2.4649180866415777E-7","2.1318210479062292E-7","1.1325299317001843E-7","2.1318210479062292E-7","5.529410843006783E-7","1.0306022378471678E-5","1.8440252064388882E-5","4.516795845251323E-6","1.8653434169179506E-7","2.9312539408710654E-7","4.883202587860206E-6","1.6654851936767415E-7","3.730686833835901E-7","3.6707293668635385E-6","1.1525157540243051E-6","2.4649180866415777E-7","5.396172027512643E-7","2.997873348618135E-7","1.399007562688463E-7","2.531537494388647E-7","3.6830539572967465E-4","1.2954810030495168E-4","1.7987240091708808E-7","1.8633448346855386E-5","3.850601767780627E-5","8.660523007119057E-8","1.8553505057558902E-5","2.997873348618135E-7","1.0916256153434835E-4","1.5588941412814301E-6","2.989212825611016E-5","7.603273006173061E-5"
1898,"2.369376571380042E-7","2.8481694596721222E-5","1.6540930781332368E-7","9.65632715883187E-7","1.4752722048215355E-7","1.251746113181909E-7","1.4573901174903654E-6","3.039954846298922E-7","3.522771204240515E-6","3.3081861562664736E-7","3.129365282954772E-7","1.3743278218370802E-4","3.8446487762015777E-7","1.9367194684023807E-4","5.811678382630292E-8","3.621122684561951E-7","2.667560377627304E-5","2.8611339729872205E-7","2.6152552721836314E-6","1.8016202986153904E-6","2.235260916396266E-7","3.3081861562664736E-7","1.9223243881007888E-7","2.8611339729872205E-7","1.9223243881007888E-7","2.503492226363818E-7","2.9952496279709964E-7","1.1681473549086886E-5","2.2012849504670427E-5","4.497344963789287E-6","2.4140817897079674E-7","1.385861768165685E-7","8.981278362080196E-6","1.967029606428714E-7","3.2634809379385487E-7","3.2455988506073783E-6","1.3813912463328924E-6","3.0846600646268473E-7","6.079909692597844E-7","4.6493427061042335E-7","2.235260916396266E-7","3.0846600646268473E-7","3.728683439858939E-4","1.575456599094416E-4","2.592902663019669E-7","2.4587870080358927E-5","4.756188177907975E-5","9.83514803214357E-8","2.215590620331979E-5","1.6540930781332368E-7","1.1656885679006527E-4","1.6004468161397265E-6","2.9366857919614144E-5","7.528358766422625E-5"
1899,"1.3956145039652236E-7","2.4370446784106245E-5","1.6596496803910768E-7","6.412282856056433E-7","3.922808335469818E-7","2.5649131424225734E-7","8.600002889299216E-7","2.791229007930447E-7","3.677632814502954E-6","2.5649131424225734E-7","2.527193831504594E-7","1.438011009437032E-4","3.0552641843563004E-7","1.7933269182843944E-4","7.921055292775594E-8","4.111404890059713E-7","2.5290797970504934E-5","1.999123478652888E-7","1.6332461627484915E-6","9.920178771428482E-7","1.772807613145014E-7","3.922808335469818E-7","1.3578951930472447E-7","2.3763165878326783E-7","1.3201758821292656E-7","2.489474520586615E-7","2.7535096970124683E-7","1.3307372891862999E-5","2.1975270540814576E-5","4.439562895046131E-6","1.848246234980972E-7","1.697368991309056E-7","8.822546823715292E-6","2.4140358987506574E-7","2.150000722324804E-7","4.6998261403801855E-6","1.4408776770667986E-6","3.1684221171102375E-7","4.6394752429114194E-7","3.545615226290028E-7","1.3201758821292656E-7","3.1684221171102375E-7","2.8726272808914463E-4","1.4481952233848865E-4","3.885089024551839E-7","2.3668867601031834E-5","4.523676958393224E-5","9.429827729494755E-8","2.1477375636697252E-5","2.074562100488846E-7","1.1064959857789145E-4","9.052634620314964E-7","3.0100010112547257E-5","7.924450030758212E-5"
