"Year"," hose","gown","suit ","sweater","suit ","suit ","tie s"," tee","cardigan"," suit","tee ","top"," tie","dress"," coat","dress ","jacket","tie "," tie","tie "," tie","blazer","tie "," tie"," coat","tie "," tie","polo","tank","scarf"," top"," coat","corset","top ","an tie","tunic","underwear"," dress","coat "," coat","coat ","suit ","tie","suit","coat ","hose","skirt"," dress","bra","coat ","coat","n tie","shirt","tee"
1820,"2.765279864987976E-7","1.797431912242184E-5","5.530559729975952E-8","5.530559729975952E-8","5.530559729975952E-8","2.765279864987976E-8","3.3736414352853305E-6","5.530559729975952E-7","5.2540317434771545E-6","1.1061119459951904E-7","2.488751878489178E-7","6.548182720291527E-5","7.466255635467535E-7","2.926219153130276E-4","0.0","1.935695905491583E-7","1.031449389640515E-5","4.700975770479559E-7","2.378140683889659E-6","3.1524190460862927E-6","2.765279864987976E-7","2.765279864987976E-8","4.977503756978356E-7","1.1061119459951904E-7","0.0","2.765279864987976E-7","4.700975770479559E-7","5.807087716474749E-7","4.59036457588004E-6","1.3245690553292404E-5","3.0418078514867737E-7","0.0","4.175572596131844E-6","5.530559729975952E-8","6.360143689472345E-7","8.01931160846513E-7","0.0","2.765279864987976E-7","8.295839594963927E-8","5.530559729975952E-8","2.765279864987976E-8","2.2122238919903808E-7","9.543257342060004E-4","1.760653690037844E-4","0.0","3.213255203116028E-5","7.549214031417174E-6","1.382639932493988E-7","1.4047621714138917E-5","1.382639932493988E-7","6.49011184312678E-5","2.2122238919903807E-6","1.977175103466403E-5","6.661559194756034E-5"
1821,"5.161265366241489E-7","1.4804682234745323E-5","0.0","5.4329109118331464E-8","2.7164554559165732E-8","8.14936636774972E-8","2.9609364469490646E-6","3.531392092691545E-7","5.840379230220632E-6","1.901518819141601E-7","2.9881010015082306E-7","6.916095590763595E-5","6.519493094199776E-7","2.4719744648840815E-4","0.0","1.901518819141601E-7","8.176530922308885E-6","7.06278418538309E-7","2.7707845650349046E-6","2.9881010015082303E-6","3.803037638283202E-7","5.4329109118331464E-8","5.161265366241489E-7","2.716455455916573E-7","2.7164554559165732E-8","4.346328729466517E-7","6.519493094199776E-7","6.247847548608118E-7","4.427822393144014E-6","1.5945593526230284E-5","5.4329109118331464E-8","0.0","3.8845313019606994E-6","0.0","6.791138639791433E-7","1.0865821823666292E-6","0.0","4.0746831838748594E-7","5.4329109118331464E-8","1.629873273549944E-7","0.0","2.4448099103249157E-7","9.861276596068343E-4","1.480739869020124E-4","5.4329109118331464E-8","3.4444655181022145E-5","8.882809340847193E-6","2.1731643647332585E-7","1.4777517680186158E-5","1.0865821823666293E-7","6.272295647711367E-5","2.933771892389899E-6","1.8091593336404375E-5","7.43493858284366E-5"
1822,"1.6183621527669137E-7","1.1625234797375664E-5","2.697270254611523E-8","5.394540509223046E-8","5.394540509223046E-8","5.394540509223046E-8","3.641314843725556E-6","5.394540509223046E-7","3.9649872742789385E-6","1.888089178228066E-7","4.0459053819172844E-7","6.346676909100913E-5","9.170718865679178E-7","2.1899137197190955E-4","0.0","1.3486351273057615E-7","8.874019137671911E-6","5.93399456014535E-7","2.9130518749804447E-6","3.50645133099498E-6","1.888089178228066E-7","0.0","5.664267534684199E-7","2.966997280072675E-7","0.0","3.2367243055338273E-7","4.0459053819172844E-7","1.1058808043907243E-6","4.018932679371169E-6","1.119367155663782E-5","3.2367243055338273E-7","2.697270254611523E-8","3.3446151157182886E-6","1.0789081018446091E-7","5.394540509223046E-7","1.6183621527669138E-6","0.0","4.3156324073784366E-7","8.091810763834568E-8","5.394540509223046E-8","0.0","5.394540509223046E-8","0.001097330457683606","1.3912519973286236E-4","1.888089178228066E-7","3.088374441530194E-5","7.768138333281186E-6","1.3486351273057615E-7","1.4996822615640067E-5","1.0789081018446091E-7","6.192932504588056E-5","2.589379444427062E-6","1.7721065572797706E-5","8.407391383624117E-5"
1823,"2.3313662333599098E-7","1.1977394023886538E-5","2.9142077916998873E-8","8.742623375099662E-8","2.9142077916998873E-8","2.9142077916998873E-8","2.3896503891939075E-6","3.788470129209854E-7","2.797639480031892E-6","2.3313662333599098E-7","2.9142077916998873E-7","7.731393271379801E-5","5.828415583399775E-7","2.2474370489589533E-4","0.0","1.1656831166799549E-7","8.975759998435654E-6","6.411257141739753E-7","2.1273716879409177E-6","2.360508311276909E-6","2.622787012529899E-7","0.0","6.119836362569763E-7","2.3313662333599098E-7","0.0","2.3313662333599098E-7","2.9142077916998873E-7","8.159781816759684E-7","4.458737921300828E-6","1.086999506304058E-5","1.1656831166799549E-7","0.0","2.0108033762729223E-6","1.7485246750199324E-7","6.119836362569763E-7","9.034044154269651E-7","0.0","2.622787012529899E-7","1.4571038958499437E-7","1.1656831166799549E-7","2.9142077916998873E-8","2.3313662333599098E-7","7.266577128603669E-4","1.447778430916504E-4","8.742623375099662E-8","3.0686608046599816E-5","1.0228869348866604E-5","2.622787012529899E-7","1.3521924153487478E-5","3.497049350039865E-7","7.186436414331922E-5","1.602814285434938E-6","1.9816612983559234E-5","7.189350622123622E-5"
1824,"3.847592993917917E-7","1.2971884950923264E-5","0.0","2.7482807099413696E-8","0.0","0.0","2.226107375052509E-6","3.2979368519296434E-7","2.9406603596372656E-6","2.7482807099413696E-8","2.4734526389472325E-7","8.156897147105985E-5","6.046217561871013E-7","2.0040462936892468E-4","0.0","1.0993122839765478E-7","8.079945287227626E-6","3.847592993917917E-7","1.8138652685613039E-6","2.171141760853682E-6","3.5727649229237805E-7","0.0","3.0231087809355063E-7","1.9237964969589586E-7","0.0","2.1986245679530957E-7","3.0231087809355063E-7","8.794498271812383E-7","4.452214750105018E-6","8.052462480128213E-6","1.0993122839765478E-7","0.0","1.7314168472630629E-6","8.244842129824108E-8","6.046217561871013E-7","1.8413480756607175E-6","0.0","2.7482807099413697E-7","5.496561419882739E-8","1.3741403549706848E-7","2.7482807099413696E-8","1.9237964969589586E-7","7.385729579896436E-4","1.2653084388570065E-4","1.0993122839765478E-7","3.0148639388056823E-5","8.217359322724694E-6","5.496561419882739E-7","1.4510922148490431E-5","1.9237964969589586E-7","7.722668794935248E-5","2.0337277253566134E-6","1.6599615488045873E-5","8.011238269479092E-5"
1825,"1.854201144322885E-7","1.2131773201426877E-5","1.0595435110416486E-7","5.297717555208243E-8","2.6488587776041214E-8","2.6488587776041214E-8","2.2780185487395445E-6","3.9732881664061824E-7","5.191763204104078E-6","1.854201144322885E-7","2.119087022083297E-7","7.93068318014674E-5","4.238174044166594E-7","1.9363157664286127E-4","2.6488587776041214E-8","1.3244293888020607E-7","7.999553508364447E-6","4.7679457996874185E-7","1.9601554954270498E-6","1.827712556546844E-6","1.0595435110416486E-7","0.0","3.443516410885358E-7","1.854201144322885E-7","0.0","2.119087022083297E-7","2.913744655364534E-7","9.800777477135249E-7","5.45664908186449E-6","6.251306715145727E-6","1.3244293888020607E-7","2.6488587776041214E-8","1.7482467932187203E-6","1.854201144322885E-7","7.151918699531128E-7","1.3774065643541432E-6","0.0","2.913744655364534E-7","2.6488587776041214E-8","5.297717555208243E-8","0.0","4.238174044166594E-7","6.788760161121603E-4","1.1609948022238864E-4","7.946576332812364E-8","3.009103571358282E-5","1.0065663354895663E-5","3.9732881664061824E-7","1.9495600603166334E-5","7.946576332812364E-8","6.842002222551446E-5","1.9601554954270498E-6","1.634345865781743E-5","8.124049870911841E-5"
1826,"3.088670698854987E-7","1.1570635618018298E-5","2.3759005375807594E-8","2.3759005375807594E-8","0.0","2.3759005375807594E-8","2.637249596714643E-6","3.563850806371139E-7","3.088670698854987E-6","1.9007204300646075E-7","2.6134905913388353E-7","8.111324435300711E-5","7.365291666500354E-7","1.6935419031875653E-4","0.0","2.1383104838226834E-7","8.909627015927847E-6","4.276620967645367E-7","2.5422135752114124E-6","2.3521415322049517E-6","2.1383104838226834E-7","2.3759005375807594E-8","6.652521505226126E-7","2.1383104838226834E-7","2.3759005375807594E-8","3.326260752613063E-7","4.5142110214034423E-7","9.028422042806885E-7","4.728042069785711E-6","3.540091800995331E-6","1.1879502687903796E-7","4.751801075161519E-8","3.041152688103372E-6","1.1879502687903796E-7","6.652521505226126E-7","1.4492993279242631E-6","0.0","2.1383104838226834E-7","1.1879502687903796E-7","9.503602150323038E-8","0.0","9.503602150323038E-8","9.44277909656097E-4","1.2162234851875907E-4","2.1383104838226834E-7","2.3854041397310824E-5","8.553241935290733E-6","3.801440860129215E-7","1.579973857491205E-5","4.751801075161519E-8","7.251248440696478E-5","2.3521415322049517E-6","2.071785268770422E-5","7.985401706808932E-5"
1827,"3.080038763946327E-7","1.3196781473216184E-5","2.3692605876510206E-8","2.3692605876510206E-8","7.107781762953062E-8","0.0","2.2507975582684696E-6","4.264669057771837E-7","3.222194399205388E-6","1.4215563525906123E-7","1.8954084701208165E-7","7.889637756877899E-5","6.87085570418796E-7","1.7797885534434466E-4","0.0","2.3692605876510206E-7","1.2462310691044368E-5","4.264669057771837E-7","1.9901788936268573E-6","2.29818277002149E-6","7.107781762953062E-8","4.738521175302041E-8","3.080038763946327E-7","2.8431127051812247E-7","2.3692605876510206E-8","3.080038763946327E-7","4.501595116536939E-7","9.24011629183898E-7","6.112692316139633E-6","7.557941274606756E-6","9.477042350604082E-8","2.3692605876510206E-8","2.084949317132898E-6","1.8954084701208165E-7","5.923151469127551E-7","1.3030933232080612E-6","0.0","3.5538908814765307E-7","4.738521175302041E-8","2.3692605876510206E-8","7.107781762953062E-8","1.6584824113557143E-7","8.46276189303068E-4","1.163070022477886E-4","4.738521175302041E-8","3.572844966177739E-5","1.0306283556281939E-5","3.790816940241633E-7","1.83380769484189E-5","0.0","7.129105108241921E-5","2.0138714995033675E-6","1.592143114901486E-5","8.683340053740991E-5"
1828,"2.482637622068447E-7","1.3530375040273037E-5","0.0","1.0344323425285197E-7","2.0688646850570392E-8","2.0688646850570392E-8","2.64814679687301E-6","2.482637622068447E-7","4.9238979504357535E-6","6.206594055171118E-8","3.7239564331026705E-7","9.32851086492219E-5","6.620366992182526E-7","2.1232758262740395E-4","0.0","2.689524090574151E-7","1.208216976073311E-5","6.206594055171118E-7","2.3585057409650247E-6","2.2343738598616026E-6","1.2413188110342236E-7","0.0","3.930842901608375E-7","1.4482052795399275E-7","0.0","3.103297027585559E-7","4.137729370114079E-7","7.034139929193933E-7","4.241172604366931E-6","3.517069964596967E-6","1.2413188110342236E-7","6.206594055171118E-8","1.8619782165513353E-6","8.275458740228157E-8","5.79282111815971E-7","1.6550917480456315E-6","0.0","5.379048181148302E-7","6.206594055171118E-8","6.206594055171118E-8","6.206594055171118E-8","2.0688646850570394E-7","8.055538424206594E-4","1.2353191034475582E-4","6.206594055171118E-8","2.4474669224224776E-5","1.1854594645376836E-5","1.2413188110342236E-7","1.584750348753692E-5","1.0344323425285197E-7","7.731347328058156E-5","1.7999122759996243E-6","1.7233642826525136E-5","8.306491710504013E-5"
1829,"2.710166704647221E-7","1.4676595077474181E-5","0.0","6.254230856878201E-8","4.169487237918801E-8","0.0","2.0222013103906187E-6","2.2932179808553408E-7","4.190334674108395E-6","8.338974475837603E-8","2.2932179808553408E-7","1.0177718347759794E-4","7.296602666357902E-7","1.9946826946203546E-4","0.0","6.462705218774142E-7","9.589820647213242E-6","3.127115428439101E-7","1.8137269484946785E-6","1.8971166932530546E-6","1.6677948951675205E-7","0.0","2.710166704647221E-7","1.8762692570634605E-7","0.0","2.710166704647221E-7","3.335589790335041E-7","8.964397561525423E-7","5.2744013559672835E-6","3.231352609387071E-6","1.4593205332715805E-7","0.0","4.2528769826771775E-6","1.0423718094797003E-7","9.798295009109183E-7","1.3550833523236103E-6","2.0847436189594006E-8","1.8762692570634605E-7","8.338974475837603E-8","1.0423718094797003E-7","0.0","2.2932179808553408E-7","6.576949169093117E-4","1.2356275429572367E-4","1.6677948951675205E-7","2.612183754556129E-5","1.207066555377493E-5","1.0423718094797003E-7","1.4634900205094992E-5","2.0847436189594006E-8","8.545364094114583E-5","1.7928795123050846E-6","2.1785570818125737E-5","7.388331385592116E-5"
1830,"2.3529147407814417E-7","1.298024631997762E-5","3.9215245679690696E-8","1.9607622839845348E-8","1.9607622839845348E-8","1.1764573703907209E-7","1.9607622839845348E-6","2.548990969179895E-7","2.647029083379122E-6","1.5686098271876278E-7","2.7450671975783487E-7","8.399905624589747E-5","6.078363080352058E-7","1.8340970404391338E-4","0.0","1.5686098271876278E-7","8.921468392129634E-6","4.7058294815628835E-7","2.078408021023607E-6","1.862724169785308E-6","2.1568385123829883E-7","0.0","2.548990969179895E-7","2.7450671975783487E-7","0.0","3.1372196543752557E-7","3.1372196543752557E-7","1.0392040105118034E-6","4.666614235883193E-6","5.568564886516079E-6","1.7646860555860813E-7","3.9215245679690696E-8","1.1372421247110302E-6","2.548990969179895E-7","4.901905709961337E-7","1.5293945815079371E-6","0.0","2.1568385123829883E-7","1.3725335987891743E-7","0.0","0.0","2.1568385123829883E-7","6.836393779340479E-4","1.1688103974831812E-4","3.9215245679690696E-7","3.1744741377709616E-5","1.3215537794055765E-5","2.941143425976802E-7","1.5882174500274732E-5","1.5686098271876278E-7","6.817570461414228E-5","1.4901793358282464E-6","1.81174435040171E-5","8.074419085448315E-5"
1831,"2.79144063906572E-7","1.5539019557465844E-5","0.0","2.419248553856958E-7","1.8609604260438136E-8","1.8609604260438136E-8","1.8981796345646899E-6","2.6053445964613393E-7","3.833578477650256E-6","7.443841704175254E-8","1.8609604260438138E-7","8.791177052630975E-5","7.257745661570873E-7","1.8371401325904528E-4","0.0","2.9775366816701017E-7","1.0533036011407985E-5","4.09411293729639E-7","1.8609604260438137E-6","1.8609604260438137E-6","1.6748643834394323E-7","0.0","2.79144063906572E-7","2.2331525112525764E-7","1.8609604260438136E-8","1.6748643834394323E-7","3.9080168946920084E-7","1.2654530897097933E-6","4.056893728775514E-6","5.750367716475384E-6","5.582881278131441E-8","0.0","1.377110715272422E-6","1.4887683408350508E-7","5.024593150318297E-7","1.079357047105412E-6","1.8609604260438136E-8","2.2331525112525764E-7","2.047056468648195E-7","7.443841704175254E-8","0.0","1.8609604260438138E-7","6.914770655050998E-4","1.0185036411737791E-4","2.6053445964613393E-7","2.625815161147821E-5","9.28619252595863E-6","3.721920852087627E-8","1.699056868978002E-5","9.304802130219069E-8","6.742259623556737E-5","1.4143299237932984E-6","1.9223721201032595E-5","7.335905999464714E-5"
1832,"2.2946558032357737E-7","8.979753043329328E-6","1.5297705354905158E-8","1.5297705354905158E-8","1.5297705354905158E-8","7.64885267745258E-8","1.8816177586533345E-6","2.2946558032357737E-7","3.5184722316281863E-6","1.2238164283924127E-7","2.2946558032357737E-7","7.65191221852356E-5","9.178623212943095E-7","1.6129900526211998E-4","0.0","1.529770535490516E-7","8.12308154345464E-6","3.8244263387262896E-7","1.6980452943944726E-6","1.5144728301356106E-6","2.2946558032357737E-7","1.5297705354905158E-8","3.5184722316281863E-7","2.141678749686722E-7","3.0595410709810316E-8","1.2238164283924127E-7","3.212518124530083E-7","8.71969205229594E-7","5.384792284926616E-6","4.742288660020599E-6","1.070839374843361E-7","1.5297705354905158E-8","2.43233515142992E-6","1.2238164283924127E-7","5.354196874216806E-7","1.2391141337473177E-6","0.0","3.365495178079135E-7","1.3767934819414643E-7","3.0595410709810316E-8","1.5297705354905158E-8","1.529770535490516E-7","7.013844928170466E-4","1.0570714400239464E-4","7.64885267745258E-8","2.262530621990473E-5","8.643203525521415E-6","1.529770535490516E-7","1.5114132890646297E-5","1.070839374843361E-7","7.127200924850313E-5","1.6368544729748519E-6","1.681217818504077E-5","7.26641004357995E-5"
1833,"3.605671854960352E-7","9.61050229033663E-6","5.547187469169772E-8","1.6641562407509316E-7","2.773593734584886E-8","5.547187469169772E-8","2.1079312382845135E-6","1.802835927480176E-7","3.3283124815018635E-6","1.386796867292443E-7","2.91227342131413E-7","7.775770034908728E-5","4.992468722252795E-7","1.6924468968436974E-4","2.773593734584886E-8","1.386796867292443E-7","9.374746822896916E-6","5.408507782440528E-7","2.19113905032206E-6","1.802835927480176E-6","2.3575546743971533E-7","2.773593734584886E-8","2.773593734584886E-7","1.9415156142094202E-7","0.0","2.634914047855642E-7","3.4669921682311074E-7","8.459460890483903E-7","4.826053098177702E-6","5.782942936609488E-6","1.2481171805631988E-7","0.0","7.766062456837681E-7","1.1094374938339544E-7","4.2990702886065735E-7","1.4700046793299897E-6","0.0","3.328312481501863E-7","1.386796867292443E-7","6.933984336462215E-8","1.386796867292443E-8","9.707578071047101E-8","7.071554585697626E-4","1.2475624618162818E-4","1.386796867292443E-7","2.5752817825620668E-5","7.76606245683768E-6","2.3575546743971533E-7","1.4394951482495559E-5","1.386796867292443E-8","6.615021056984953E-5","1.317457023927821E-6","1.8721757708447983E-5","8.681348389250694E-5"
1834,"3.736013353891178E-7","1.215641268227668E-5","2.873856426070137E-8","2.873856426070137E-8","4.310784639105205E-8","1.4369282130350684E-8","1.911114523336641E-6","4.4544774604087123E-7","3.1181342222860986E-6","8.62156927821041E-8","3.879706175194685E-7","7.729236857915634E-5","6.466176958657808E-7","1.7006045401270035E-4","1.4369282130350684E-8","2.8738564260701367E-7","1.0302775287461441E-5","3.1612420686771507E-7","2.2559772944650576E-6","1.5806210343385752E-6","1.4369282130350683E-7","1.2932353917315616E-7","2.8738564260701367E-7","2.2990851408561095E-7","2.873856426070137E-8","2.0116994982490958E-7","2.2990851408561095E-7","1.0489575955156E-6","5.474696491663611E-6","6.336853419484652E-6","2.1553923195526025E-7","1.4369282130350684E-8","1.5806210343385752E-6","8.62156927821041E-8","5.029248745622739E-7","1.781790984163485E-6","0.0","2.586470783463123E-7","1.5806210343385753E-7","2.873856426070137E-8","0.0","2.0116994982490958E-7","6.873402414231946E-4","1.1466687140019846E-4","5.747712852140274E-8","2.562043003841527E-5","9.785481130768817E-6","1.724313855642082E-7","1.3205370277792278E-5","7.184641065175342E-8","7.217690414075149E-5","1.4081896487743671E-6","1.8766282462237993E-5","8.291075789212345E-5"
1835,"4.2646190430024284E-7","8.72308440614133E-6","2.5846176018196536E-8","0.0","1.2923088009098268E-8","5.169235203639307E-8","2.713848481910636E-6","4.006157282820463E-7","2.9593871540835032E-6","2.067694081455723E-7","2.1969249615467055E-7","6.332313124458152E-5","6.590774884640117E-7","1.5268628482749603E-4","0.0","6.461544004549134E-8","7.740929717449863E-6","3.6184646425475147E-7","2.416617457701376E-6","2.3003096656194916E-6","2.5846176018196537E-7","5.298466083730289E-7","3.101541122183584E-7","2.7138484819106363E-7","2.5846176018196536E-8","1.9384632013647402E-7","2.7138484819106363E-7","9.433854246641736E-7","5.414773875812174E-6","4.5618500672116885E-6","1.0338470407278614E-7","5.169235203639307E-8","1.499078209055399E-6","1.2923088009098268E-8","6.461544004549134E-7","2.455386721728671E-6","0.0","2.455386721728671E-7","2.067694081455723E-7","9.046161606368787E-8","5.169235203639307E-8","2.067694081455723E-7","8.092308480417244E-4","1.2961857273125561E-4","1.8092323212737574E-7","3.0860334165726665E-5","8.348314853877481E-6","2.455386721728671E-7","1.3982781225844326E-5","2.455386721728671E-7","6.978467524913064E-5","1.7446168812282662E-6","1.6916322203909632E-5","8.591268908448529E-5"
1836,"3.136064238174912E-7","1.1687870179967267E-5","1.2061785531441969E-8","2.4123571062883938E-8","1.2061785531441969E-8","2.4123571062883938E-8","2.376171749694068E-6","3.9803892253758496E-7","2.243492108848206E-6","1.8092678297162953E-7","2.6535928169172334E-7","6.753393719054359E-5","8.443249872009378E-7","1.6531883249394362E-4","0.0","1.929885685030715E-7","9.359945572398968E-6","7.357689174179601E-7","2.6294692458543493E-6","2.5812221037285815E-6","4.1010070806902697E-7","2.6535928169172334E-7","3.3772999488037515E-7","3.2566820934893315E-7","0.0","1.6886499744018758E-7","3.6185356594325906E-7","1.1820549820813129E-6","5.970583838063775E-6","3.895956726655756E-6","9.649428425153575E-8","1.2061785531441969E-8","1.2664874808014066E-6","9.649428425153575E-8","5.307185633834467E-7","2.303801036505416E-6","0.0","2.8948285275460724E-7","1.3267964084586167E-7","1.3267964084586167E-7","2.4123571062883938E-8","2.0505035403451348E-7","8.438787011362745E-4","1.1246408829516492E-4","7.237071318865181E-8","2.694602887724136E-5","7.635110241402767E-6","3.3772999488037515E-7","1.2218588743350715E-5","4.8247142125767876E-8","7.145401748826222E-5","1.990194612687925E-6","1.96004014885932E-5","8.093458091597561E-5"
1837,"2.624943075333029E-7","1.1691092620137107E-5","2.0191869810254073E-8","5.047967452563518E-8","2.0191869810254073E-8","1.8172682829228665E-7","2.251393483843329E-6","3.634536565845733E-7","2.82686177343557E-6","1.7163089338715961E-7","3.3316585186919217E-7","6.91571541001202E-5","5.855642244973681E-7","1.5117652926937224E-4","0.0","1.413430886717785E-7","9.338739787242509E-6","5.4518048487686E-7","2.1302422649818047E-6","2.28168128855871E-6","3.129739820589381E-7","4.442211358255896E-7","3.3316585186919217E-7","3.4326178677431923E-7","1.0095934905127036E-8","1.5143902357690553E-7","3.5335772167944624E-7","9.187300763665602E-7","5.20950241104555E-6","4.694609730884071E-6","1.5143902357690553E-7","1.0095934905127036E-8","1.403334951812658E-6","1.2115121886152443E-7","4.3412520092046254E-7","2.2917772234638372E-6","0.0","2.9278211224868405E-7","1.8172682829228665E-7","1.110552839563974E-7","3.028780471538111E-8","2.221105679127948E-7","7.753173210392308E-4","1.1416483190717651E-4","1.7163089338715961E-7","2.550233157035089E-5","6.6532211024787165E-6","1.9182276319741368E-7","1.1277159289026899E-5","6.057560943076222E-8","6.710767931437941E-5","1.5143902357690554E-6","1.9182276319741367E-5","8.679475237937713E-5"
1838,"1.4139822340202205E-7","1.0362469800748188E-5","5.0499365500722165E-8","7.069911170101103E-8","1.0099873100144433E-8","2.5249682750361085E-7","1.7169784270245536E-6","2.726965737038997E-7","3.050161676243619E-6","1.4139822340202205E-7","2.5249682750361085E-7","7.650653873359409E-5","5.857926398083772E-7","1.5858820741846788E-4","1.0099873100144433E-8","1.7169784270245537E-7","1.0827063963354832E-5","2.5249682750361085E-7","1.7674777925252758E-6","1.4341819802205096E-6","2.0199746200288866E-7","3.73695304705344E-7","3.938950509056329E-7","1.7169784270245537E-7","5.0499365500722165E-8","1.7169784270245537E-7","2.726965737038997E-7","1.3937824878199317E-6","5.767027540182472E-6","5.181234900374094E-6","9.08988579012999E-8","2.0199746200288865E-8","1.1008861679157432E-6","1.6159796960231092E-7","5.655928936080882E-7","2.868363960441019E-6","0.0","2.726965737038997E-7","3.02996193004333E-7","4.039949240057773E-8","2.0199746200288865E-8","1.3129835030187763E-7","7.009008935307232E-4","1.3506560296823152E-4","3.5349555850505516E-7","2.790594937569907E-5","7.787002160211358E-6","1.9189758890274424E-7","1.2018848989171876E-5","1.9189758890274424E-7","8.45561375944092E-5","1.3432831223192095E-6","2.233081942441934E-5","9.305013087163067E-5"
